"Tank #","Facility ID",Capacity,Status,Substance,"Tank Material","Date Installed",Atg,Delete
3,3-010314,6000,Active,Diesel,"Fiberglass Reinforced Plastic",11/02/1998,3,
4,3-010314,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",02/01/1976, ,
5,3-010314,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",02/01/1976, ,
6,3-010314,3000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",02/01/1976, ,
1,3-010315,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
2,3-010315,8000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
3,3-010315,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
1,3-010316,12000,Active,Empty,"Fiberglass Reinforced Plastic",05/07/2007, ,
2,3-010316,10000,Active,Empty,"Fiberglass Reinforced Plastic",05/07/2007, ,
3,3-010316,6000,Active,Empty,"Fiberglass Reinforced Plastic",05/07/2007, ,
4,3-010316,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",03/01/1979, ,
5,3-010316,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",03/01/1979, ,
1,3-010317,10000,Active,"E10 Regular","Fiberglass Reinforced Plastic",10/01/1991,1,
2,3-010317,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",10/01/1991,2,
3,3-010317,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
4,3-010317,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
1,3-010318,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
2,3-010318,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
1,3-010319,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1969, ,
2,3-010319,10000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1969, ,
3,3-010319,4000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1969, ,
1,3-010320,5000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",11/01/1968, ,
2,3-010320,5000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",11/01/1968, ,
3,3-010320,5000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",11/01/1968, ,
1,3-010321,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
2,3-010321,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
3,3-010321,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
4,3-010321,10000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1992, ,
5,3-010321,10000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1992, ,
3,3-010322,5000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",07/01/1969, ,
1M,3-010322,5000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",07/01/1969, ,
2M,3-010322,5000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",07/01/1969, ,
1,3-010323,5000,Closure,"E10 Regular","Cathodically Protected Steel (Impressed Current)",05/01/1969, ,
2,3-010323,5000,Closure,"E10 Regular","Cathodically Protected Steel (Impressed Current)",05/01/1969, ,
3,3-010323,6000,Closure,"E10 Regular","Cathodically Protected Steel (Impressed Current)",05/01/1969, ,
4,3-010323,5000,Closure,"E10 Regular","Cathodically Protected Steel (Impressed Current)",05/01/1969, ,
1,3-010324,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1970, ,
2,3-010324,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1970, ,
3,3-010324,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1970, ,
4,3-010324,8000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1970, ,
3,3-010325,5000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",05/01/1969, ,
1M,3-010325,5000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",05/01/1969, ,
2M,3-010325,5000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",05/01/1969, ,
1,3-010326,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",07/01/1969, ,
2,3-010326,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",07/01/1969, ,
3,3-010326,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",07/01/1969, ,
1,3-010327,10000,Active,"E10 Regular","Fiberglass Reinforced Plastic",11/01/1998,1,
2,3-010327,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",11/01/1998,2,
3,3-010327,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",11/01/1977, ,
4,3-010327,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",11/01/1977, ,
5,3-010327,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",11/01/1977, ,
1,3-010328,10000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",08/01/1979, ,
2,3-010328,10000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",08/01/1979, ,
3,3-010328,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",08/01/1979, ,
1,3-010329,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",11/01/1973, ,
2,3-010329,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",11/01/1973, ,
3,3-010329,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",11/01/1973, ,
3,3-010330,6000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",03/01/1979, ,
4,3-010330,25000,Active,"E10 Regular","Fiberglass Reinforced Plastic",06/12/2019,1,
1M,3-010330,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",03/01/1979, ,
2M,3-010330,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",03/01/1979, ,
5A,3-010330,8000,Active,"E10 Premium","Fiberglass Reinforced Plastic",06/12/2019,2,
5B,3-010330,9000,Active,Diesel,"Fiberglass Reinforced Plastic",06/12/2019,3,
5C,3-010330,8000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",06/12/2019,4,
1,3-010331,900,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1951, ,
2,3-010331,900,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1951, ,
3,3-010331,900,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1951, ,
4,3-010331,900,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1951, ,
5,3-010331,900,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1951, ,
1,3-010333,10000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",10/01/1977,1,
2M,3-010333,10000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",10/01/1977,"2 REG 1",
3M,3-010333,6000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",10/01/1977,"3 REG 2",
1,3-010334,8000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",07/01/1977, ,
2,3-010334,6000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",07/01/1977, ,
3,3-010334,8000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",07/01/1977, ,
4,3-010334,15000,Active,"E10 Regular","Fiberglass Reinforced Plastic",09/18/2008,4,
5,3-010334,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",09/18/2008,5,
1,3-010335,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
2,3-010335,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
3,3-010335,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
1,3-010336,8000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1972, ,
2,3-010336,6000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1972, ,
1,3-010337,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",08/01/1983,3,
2,3-010337,12000,Active,"E10 Midgrade","Fiberglass Reinforced Plastic",08/01/1983,2,
3,3-010337,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",08/01/1983,1,
1,3-010338,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",04/01/1984,1,
2,3-010338,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",04/01/1984,2,
3,3-010338,12000,Active,"E10 Midgrade","Fiberglass Reinforced Plastic",04/01/1984,3,
1,3-010339,10000,Active,"E10 Regular","Fiberglass Reinforced Plastic",02/04/1993,3,
2,3-010339,10000,Active,"E10 Midgrade","Fiberglass Reinforced Plastic",02/04/1993,2,
3,3-010339,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",02/04/1993,1,
4,3-010339,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
5,3-010339,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
1,3-010340,12000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1982,1,
2,3-010340,12000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1982,2,
3,3-010340,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1982,3,
1,3-010341,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1981,3,
2,3-010341,12000,Active,"E10 Midgrade","Cathodically Protected Steel (Impressed Current)",01/01/1981,1,
3,3-010341,12000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1981,2,
1,3-010342,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",10/01/1982, ,
2,3-010342,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",10/01/1982, ,
3,3-010342,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",10/01/1982, ,
1,3-010343,12000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1979, ,
2,3-010343,12000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1979, ,
3,3-010343,12000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1979, ,
1,3-010344,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
1,3-010346,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
1,3-010347,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",03/01/1980, ,
2,3-010348,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1943, ,
3,3-010348,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1943, ,
4,3-010348,8000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1943, ,
1,3-010349,1800,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1954, ,
1,3-010350,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1978, ,
2,3-010350,8000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1978, ,
3,3-010350,6000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1978, ,
4,3-010350,25000,Active,"E10 Regular","Fiberglass Reinforced Plastic",11/03/2020,1,
5A,3-010350,8000,Active,"E10 Premium","Fiberglass Reinforced Plastic",11/03/2020,2,
5B,3-010350,9000,Active,Diesel,"Fiberglass Reinforced Plastic",11/03/2020,3,
5C,3-010350,8000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",11/03/2020,4,
1,3-010351,9728,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1985, ,
2,3-010351,9728,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1985, ,
3,3-010351,9728,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1985, ,
4,3-010351,1000,Closure,"Used Oil","Fiberglass Reinforced Plastic",01/01/1985, ,
1,3-010352,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
2,3-010352,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
3,3-010352,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
4,3-010352,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
5,3-010352,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
6,3-010352,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1970, ,
1,3-010354,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",04/04/1996, ,
2,3-010354,12000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",04/04/1996, ,
3,3-010354,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",04/04/1996, ,
4,3-010354,4000,Active,Diesel,"Fiberglass Reinforced Plastic",04/04/1996, ,
5,3-010354,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1983, ,
6,3-010354,1000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1983, ,
7,3-010354,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1983, ,
8,3-010354,1000,Active,"Used Oil","Fiberglass Reinforced Plastic",01/01/1983, ,
1,3-010356,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1972, ,
2,3-010356,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1972, ,
3,3-010356,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1972, ,
4,3-010356,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1972, ,
5,3-010356,12000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",08/01/1994, ,
6,3-010356,12000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",08/01/1994, ,
7,3-010356,12000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",08/01/1994, ,
1,3-010357,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",11/01/1995, ,
2,3-010357,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",11/01/1995, ,
3,3-010357,12000,Active,Diesel,"Fiberglass Reinforced Plastic",11/01/1995, ,
4,3-010357,5000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
5,3-010357,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
6,3-010357,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
7,3-010357,500,Active,"Used Oil","Asphalt Coated or Bare Steel",01/01/1971, ,
1,3-010358,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1973, ,
2,3-010358,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
3,3-010358,10000,Closure,Diesel,"Not Listed",07/20/1994, ,
1,3-010359,10000,Active,"E10 Premium","Cathodically Protected Steel (Galvanic)",01/01/1986,1,
4,3-010359,10000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",01/01/1986,4,
2M,3-010359,10000,Active,"E10 Regular","Cathodically Protected Steel (Galvanic)",01/01/1986,"2 East Unlead",
3M,3-010359,10000,Active,"E10 Regular","Cathodically Protected Steel (Galvanic)",01/01/1986,"3 West Unlead",
1,3-010360,12000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1979, ,
2,3-010360,6000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1979, ,
3,3-010360,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1979, ,
1,3-010361,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1976, ,
1,3-010362,750,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1966, ,
1,3-010364,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
2,3-010364,12000,Closure,Diesel,"Fiberglass Reinforced Plastic",01/01/1980, ,
1,3-010365,12000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1985, ,
2,3-010365,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1981, ,
3,3-010365,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1981, ,
1,3-010366,12000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",12/01/1996,1,
2,3-010366,550,Active,"Used Oil","Fiberglass Reinforced Plastic",01/01/1982, ,
3,3-010366,12000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1982, ,
1,3-010367,12000,Closure,Empty,"Composite (Steel w/ FRP)",12/01/1998, ,
2,3-010367,12000,Closure,Empty,"Composite (Steel w/ FRP)",12/01/1998, ,
3,3-010367,12000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
4,3-010367,12000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
5,3-010367,8000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1962, ,
1,3-010368,10000,Active,"E10 Regular","Fiberglass Reinforced Plastic",04/01/1985,1,
2,3-010368,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",04/01/1985,2,
3,3-010368,10000,Active,Diesel,"Fiberglass Reinforced Plastic",04/01/1985,3,
1,3-010369,10000,Active,"E10 Regular","Fiberglass Reinforced Plastic",05/01/1985,1,
2,3-010369,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",05/01/1985,2,
3,3-010369,10000,Active,Diesel,"Fiberglass Reinforced Plastic",05/01/1985,3,
1,3-010370,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
2,3-010370,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
3,3-010370,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
4,3-010370,280,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1966, ,
5,3-010370,280,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1966, ,
1,3-010371,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",12/22/1988, ,
1,3-010372,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1964, ,
1,3-010373,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
2,3-010373,3000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1966, ,
3,3-010373,3000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1977, ,
1,3-010374,3000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1976, ,
1,3-010375,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1961, ,
2,3-010375,600,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1971, ,
3,3-010375,1000,Closure,Diesel,"Composite (Steel w/ FRP)",01/01/1993, ,
1,3-010376,10000,Closure,"Regular Gasoline",Unknown,01/01/1981, ,
1,3-010377,10000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1981,1,
2,3-010377,10000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1981,2,
3,3-010377,8000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1981,3,
1,3-010378,20000,Closure,Diesel,Unknown,12/22/1988, ,
2,3-010378,20000,Closure,Diesel,Unknown,12/22/1988, ,
3,3-010378,8000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
1,3-010379,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
2,3-010379,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
1,3-010381,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
1,3-010382,515,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1979, ,
1,3-010384,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
2,3-010384,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1974, ,
3,3-010384,515,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1976, ,
4,3-010384,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1973, ,
5,3-010384,500,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1986, ,
6,3-010384,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1959, ,
1,3-010387,12000,Closure,"E10 Regular","Cathodically Protected Steel (Galvanic)",10/01/1987, ,
2,3-010387,12000,Closure,"E10 Premium","Cathodically Protected Steel (Galvanic)",10/01/1987, ,
3,3-010387,12000,Closure,"E10 Regular","Cathodically Protected Steel (Galvanic)",10/01/1987, ,
1,3-010388,12000,Closure,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1984, ,
2,3-010388,12000,Closure,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1984, ,
1,3-010389,10750,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1971, ,
1,3-010390,2000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",03/01/1987, ,
1,3-010391,500,Active,Diesel,"Composite (Steel w/ FRP)",09/13/1995, ,
2,3-010391,1000,Active,Diesel,"Asphalt Coated or Bare Steel",10/01/1983, ,
1,3-010392,0,Closure,Diesel,"Not Listed",12/22/1988, ,
2,3-010392,1000,Closure,Diesel,"Composite (Steel w/ FRP)",09/09/1991, ,
1,3-010393,12000,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1979, ,
2,3-010393,4000,Closure,"Regular Gasoline",Unknown,01/01/1979, ,
