"Facility ID","Facility Name","Owner Name","Facility Address","Facility Zip","Facility Status","Facility Type","Facility Phone",City,"Last Inspection",Latitude,Longitude,"Date Certified","Drinking Water Source","UST ID"
2-250094,"The Depot Express","G S Sandhu,Malhi & Bal LLC","614 E MAIN",83530,Active,"Gas Station",208-983-2410,GRANGEVILLE,7/13/2022,45.92403000,-116.11148000,12/18/2000,Yes,764
2-250095,"ADAMS WORK CENTER","NEZ PERCE NATIONAL FOREST USDA","FOREST RD #221",83554,Closure,"Federal Non-Military",,"WHITE BIRD", ,,,09/23/1988,Yes,765
2-250099,"SYRINGA CAFE","SYRINGA CAFE,JACK MCCALL","HCR 75 BOX 47",83539,Closure,"Gas Station",,KOOSKIA, ,46.15092000,-115.72374000,04/01/1994,Yes,766
2-250100,"WARREN GUARD STATION","US FOREST SERVICE","30 MILE FROM MCCALL ON FH, T22N R6E S12",83638,Closure,"Federal Non-Military",,MCCALL, ,45.26801200,-115.68133500,09/19/1991,Yes,767
2-250101,FARM,"LEONA ROBINSON","THORN SPRINGS RD",83536,Closure,Farm,,KAMIAH, ,46.17990600,-116.13945100,10/30/1991,Yes,768
2-250102,"PITTSBURG LANDING","NORMAN RIDDLE","20 MI S WHITEBIRD NF-493",83554,Closure,"Not Listed",,"WHITE BIRD", ,45.63575000,-116.47767800,10/23/1990,Yes,769
2-250600,"SALMON RIVER INN","ROY & SANDY PIERSON","106 S MAIN ST",83549,Closure,Other,,RIGGINS, ,45.42136500,-116.31575600,06/18/1991,Yes,770
2-250601,"MACKAY BAR CORP","MACKAY BAR CORP","40 MI UP SALMON RIVER FROM VINEGAR CREEK, END OF RD",83549,Closure,Commercial,,RIGGINS, ,45.37914400,-115.50513500,01/09/1995,Yes,771
2-250602,"MACKAY BAR RANCH","MACKAY BAR CORP","80 MI UP SALMON RIVER FROM RIGGINS",83549,Closure,Commercial,,RIGGINS, ,,,01/06/1992,Yes,772
2-250604,"KOOSKIA HIGH SCHOOL","JOINT SCHOOL DIST #241","4638 HWY 13",83539,Closure,Other,,KOOSKIA, ,46.11715400,-115.97778000,08/31/1992,Yes,773
2-250605,"RIGGINS ELEMENTARY","JOINT SCHOOL DIST #241","RIGGINS ELEMENTARY",83549,Closure,Other,,RIGGINS, ,,,08/31/1992,Yes,774
2-250606,"JAMES L SCHMIDT","JAMES L SCHMIDT,JAMES L. SCHMIDT","RT 2 BOX 441 MT IDAHO GRADE RD & VIEW DRIVE",83530,Closure,Other,,GRANGEVILLE, ,45.90990600,-116.08717700,09/09/1992,Yes,775
2-250607,"DELOSS Y OR CHARLENE WORKMAN","DELOSS Y OR CHARLENE WORKMAN","112 N MAIN ST",83549,Closure,"Gas Station",,RIGGINS, ,46.79550000,-116.55586000,07/01/1991,Yes,620
2-250608,"Dixie Motel and Mercantile","Dan Grimsley","MAIN ST",83525,Closure,Other,,"ELK CITY", ,,,03/08/1994,Yes,621
2-250609,"ELK COUNTRY OUTPOST","Allen Hutson","159 MAIN ST",83525,Closure,"Gas Station",,"ELK CITY",8/13/2009,45.82690000,-115.44174000,06/27/2012,Yes,622
2-250610,"COTTONWOOD TEXACO","EUGENE McHUGH","401 MAIN",83522,Closure,"Gas Station",,COTTONWOOD, ,,,08/10/1996,Yes,4704
2-250612,"IDAHO COUNTY","IDAHO COUNTY","320 W MAIN",83530,Closure,"Local Government",,GRANGEVILLE, ,,,11/03/1997,Yes,4157
2-250613,"IDAHO COUNTY ROAD DEPT (1)","IDAHO COUNTY","1303 N MAIN ST",83549,Closure,"Local Government",,RIGGINS, ,,,11/03/1997,Yes,4158
2-250614,"IDAHO COUNTY ROAD DEPT (2)","IDAHO COUNTY","55 AMERICAN RIVER RD",83525,Closure,"Local Government",,"ELK CITY", ,45.82756600,-115.43690300,11/03/1997,Yes,4159
2-250616,"Nomnom #21","Par Hawaii, LLC","901 W. Main St.",83530,Active,"Gas Station",208-983-7508,GRANGEVILLE,11/15/2022,45.92707000,-116.13204000,09/11/2013,Yes,4184
2-250617,"RED RIVER WILDLIFE MANAGEMENT AREA","IDAHO DEPT OF FISH & GAME","RED RIVER",83525,Closure,"State Government",,"ELK CITY", ,45.75292900,-115.39119700,,Yes,3803
2-250618,"ELK CITY HOTEL","ELK CITY CAFE/HOTEL","131 MAIN ST",83525,Closure,"Not Listed",,"ELK CITY", ,45.82611000,-115.44310000,,Yes,4490
2-250619,"SYRINGA GENERAL HOSPITAL","Syringa Hospital District","607 W MAIN",83530,Closure,Hospital,,GRANGEVILLE,12/3/2013,45.92691000,-116.12759000,06/17/1999,Yes,4864
2-250620,"RCAG QWD/FEDERAL AVIATION ADMINISTRATION","FEDERAL AVIATION ADMINISTRATION","COTTONWOOD BUTTE",83522,Closure,"Not Listed",,COTTONWOOD, ,46.06557400,-116.46485600,,Yes,4942
2-250621,"UNION WAREHOUSE & SUPPLY CO","UNION WAREHOUSE & SUPPLY CO","1001 N A ST",83530,Closure,Other,,GRANGEVILLE, ,45.93365300,-116.12478700,01/03/2001,Yes,4036
2-250622,"LUCILE CAFÉ","LUCILE CAFÉ","US 95 MP 204.6 ON EAST SIDE OF HWY",83542,Closure,"Not Listed",,LUCILE, ,45.53424500,-116.30755100,,Yes,4268
2-250623,"Wagon Road Station","Wagon Road Station LLC,Delfred Cone","110 MAIN ST",83525,Active,"Gas Station","(208) 842-2551","ELK CITY",12/4/2024,45.82538400,-115.44328100,10/26/2004,Yes,4340
2-250624,"Bear Lake Lodge","Variety Excursions  c/o Home Office,Mark O'Brien","N of Burgdorf Forest Rd 318 to end of Forest Rd 324, N 45° 26.176' W 115° 51.053",83671,Active,Residential,,WARREN,9/17/2024,45.43631390,-115.85085280,06/02/2008,Yes,5800
2-250625,"Old Fleming Maintenance Yard","IDAHO TRANSPORTATION DEPARTMENT","PO Box 1090, MP 98.8 25 MI E KOOSKIA HWY 12",83539,Closure,"State Government",,KOOSKIA, ,46.16221200,-115.59119600,10/26/2009,Yes,6377
2-250626,"Idaho Transportation Department", ,"Idaho Bridge",83539,Closure,"State Government",,KOOSKIA, ,46.13779400,-115.96310100,,Yes,b4a12c9e-13bd-48f8-82f1-186090106181
2-250627,"PITTSBURG LANDING","USDA Forest Service, Wallowa Whitman National Forest","20 MI S WHITEBIRD NF-493",83554,Closure,"Federal Non-Military",,"WHITE BIRD", ,45.63336400,-116.47645200,,Yes,340cced2-5976-460a-81dc-8f38b930ed99
2-250628,"Elk City Lodge", ,"Elk City Lodge",83525,Closure,"Not Listed",,"ELK CITY", ,,,,Yes,c3f1ce2a-afcd-46da-b8e7-59136a4688fd
2-250629,"Salmon River Tanks, Inc.", ,"Vinegar Creek/Salmon River",83549,Closure,Commercial,,RIGGINS, ,45.37781400,-115.50573300,,Yes,975a8117-b5e2-4eba-b645-a734ecdf0788
2-250630,"Grangeville Veterinary Clinic","Brice Niemi","835 E. Main St.",83530,Closure,Commercial,,GRANGEVILLE, ,45.92539800,-116.10927900,,Yes,7ccb8c99-9b97-4962-9f5c-e722784dcb28
2-290001,"Timberworks, Inc.","Brad Dammerman","6220 Hwy 8",83806,Active,Commercial,,BOVILL,1/20/2023,46.85281000,-116.39325000,08/05/2005,Yes,623
2-290002,"BOVILL GENERATOR BUILDING",VERIZON,"PINE & 1ST",83806,Closure,Utilities,,BOVILL, ,46.85955000,-116.39646000,11/18/1991,Yes,624
2-290004,"DEARY CENTRAL OFFICE (1080-BO2)",VERIZON,"S OF 5TH ON OREGON ST",83823,Closure,Utilities,,DEARY, ,46.80044000,-116.55519000,11/04/1999,Yes,625
2-290005,"GENESEE SERVICE","FARMERS STATE BANK","CHESTNUT & FIR",83832,Closure,Other,,GENESEE, ,46.54955000,-116.92557000,10/11/1990,Yes,626
2-290006,"GENESEE CENTRAL OFFICE 11",VERIZON,"WALNUT & FIR",83832,Closure,Utilities,,GENESEE, ,,,11/18/1991,Yes,627
2-290007,"Genesee Union Warehouse Co.","GENESEE UNION WAREHOUSE CO,WILLIAM NEWBRY","625 WEST CHESTNUT ST",83832,Closure,Commercial,,GENESEE, ,46.54940000,-116.93281000,10/01/1991,Yes,6096
2-290008,"BUS GARAGE","GENESEE JOINT SCHOOL DIST #282","132 W CHESTNUT",83832,Closure,"Local Government",,GENESEE, ,46.54953000,-116.92589000,12/05/1994,Yes,4575
2-290009,"HAXTON FARMS INC","WILLIAM O HAXTON","RT 1 BOX 100, 514 N JACKSON ST",83832,Closure,Farm,,GENESEE, ,46.55490700,-116.93375600,05/28/1993,Yes,629
2-290010,"J & J FARMS INC","J & J FARMS INC","RT 2 BOX 148, 1461 THORN CREEK RD",83832,Closure,Farm,,GENESEE, ,46.60785500,-117.00611000,10/06/1991,Yes,630
2-290011,"MCGREGOR CO","MCGREGOR CO",JULIAETTA,83832,Closure,"Not Listed",,GENESEE, ,46.54921600,-116.90831400,04/01/1986,Yes,631
2-290014,"GEORGE F BROCKE & SONS","GEORGE F BROCKE & SONS INC","HWY 3",83537,Closure,Commercial,,KENDRICK, ,46.60799000,-116.66612000,,Yes,632
2-290015,"KENDRICK COMPUTER #345","BURLINGTON NORTHERN RR CO","LINE SEGMENT 0384 PRINT",83537,Closure,"Not Listed",,KENDRICK, ,,,04/18/1986,Yes,633
2-290016,"DEARY SERVICE STATION","COLEMAN OIL CO, LLC","300 2ND AVE",83823,Active,"Gas Station",208-817-1211,DEARY,12/27/2024,46.79941000,-116.56197000,08/30/1993,Yes,4576
2-290017,"BOB'S GARAGE","BOB'S GARAGE,ALBERT J. CLEMENHAGEN","8TH & MAIN",83537,Closure,"Gas Station",,KENDRICK, ,46.61322000,-116.64872000,08/18/2000,Yes,634
2-290018,"COOPER'S SERVICE","COREY D COOPER,COREY D. COOPER","HWYS 99 & 3",83537,Closure,"Gas Station",,KENDRICK, ,46.61334200,-116.65917700,10/31/1991,Yes,635
2-290019,"LEWISTON GRAIN GROWERS","Primeland COOP-a Division of CHS INC.","W MAIN",83537,Closure,"Not Listed",,KENDRICK, ,46.60731000,-116.66785000,05/02/1986,Yes,636
2-290020,"GEORGE ALDERMAN","GEORGE ALDERMAN","4287 MARTINSON RD",83843,Closure,Farm,,MOSCOW, ,46.63698100,-116.97040500,12/21/1991,Yes,637
2-290021,"AMBASSADOR AUTO SERVICE","AMBASSADOR AUTO SERVICE INC","115 W 6TH",83843,Closure,"Auto Dealership",,MOSCOW, ,46.73217000,-117.00801000,09/08/1998,Yes,638
2-290022,"MOSCOW MILEPOST 85.8 L.S.","BURLINGTON NORTHERN RR CO","PRINT 3423 7TH SUB",83843,Closure,"Not Listed",,MOSCOW, ,,,05/02/1986,Yes,639
2-290023,"CHEVRON USA 90660","CHEVRON USA INC","433 N MAIN ST",83843,Closure,"Gas Station",,MOSCOW, ,46.72615000,-116.99943000,04/22/1986,Yes,640
2-290025,"DUMAS CORPORATION","DUMAS CORP","225 W A ST",83843,Closure,Industrial,,MOSCOW, ,46.73440000,-117.00404000,12/12/1991,Yes,641
2-290026,"Stinker Store #38","JOSHNIK, LLLP","1044 PULLMAN RD",83843,Active,"Gas Station",,MOSCOW,7/21/2023,46.73314000,-117.01582000,08/30/1991,Yes,642
2-290027,"MOSCOW GAS SHED (1420-BO2)",VERIZON,"122 W E ST",83843,Closure,Utilities,,MOSCOW, ,46.73887600,-117.00250200,01/08/1992,Yes,643
2-290028,"MOSCOW CTRL OFFICE 1220-B",VERIZON,"509 S HOWARD ST",83843,Closure,Utilities,,MOSCOW, ,46.73136000,-116.99296000,11/18/1991,Yes,644
2-290029,"GTE PARADISE RIDGE MICROWAVE",VERIZON,"PARADISE RIDGE",83843,Closure,Utilities,,MOSCOW, ,,,,Yes,645
2-290030,"GO FARTHER GAS","SHARPE OIL CORP,Bennett Holdings","1306 MTN VIEW RD",83843,Closure,"Gas Station",,MOSCOW, ,46.72244000,-116.97994000,10/31/1999,Yes,646
2-290031,"GOODMAN OIL (A)","Royce Goodman,GOODMAN OIL","RT 1 BOX 108",83843,Closure,"Gas Station",,MOSCOW, ,46.70775000,-117.00374000,12/17/1991,Yes,647
2-290032,"GRITMAN MEDICAL CENTER","GRITMAN MEDICAL CENTER","728 S MAIN ST",83843,Closure,Other,,MOSCOW, ,46.72845000,-117.00100000,10/14/1991,Yes,648
2-290033,"HELBLING BROS INC", ,"202 W A ST",83843,Closure,Commercial,,MOSCOW, ,46.73464000,-117.00307000,10/02/1991,Yes,649
2-290034,"IDAHO CEDAR SALES","IDAHO CEDAR SALES","PO BOX 399",83871,Closure,Industrial,,TROY, ,46.73669000,-116.76966000,05/27/1992,Yes,650
2-290035,"MOSCOW NAT GUARD ARMORY","IDAHO ARMY NATIONAL GUARD JFHQ-ID/JICE-EE","1101 E HAROLD AVE",83843,Closure,"State Government",,MOSCOW, ,46.72505000,-116.98490000,12/16/1994,Yes,651
2-290036,"MOSCOW MTCE YARD #B21200","IDAHO TRANSPORTATION DEPARTMENT","709 W PALOUSE RIVER DR 
BOX 118",83843,Closure,"State Government",,MOSCOW, ,46.71456000,-117.00969000,09/03/1997,Yes,652
2-290037,"LATAH HEAVY HAULING","DIANE K JOHNSON","3280 STATE HWY 8 E",83843,Closure,"Not Listed",,MOSCOW, ,46.71307000,-116.89590000,05/07/1986,Yes,653
2-290038,"Nomnom #16","Par Hawaii, LLC","340 N MAIN ST",83843,Active,"Gas Station",208-882-7288,MOSCOW,7/12/2024,46.73734000,-117.00127000,05/24/2013,Yes,654
2-290040,SHOP,"A E KOSTER","2374 MOUNTAIN VIEW RD",83843,Closure,"Not Listed",,MOSCOW, ,46.75590000,-116.97000000,03/19/1986,Yes,655
2-290041,"LATAH COUNTY GRAIN GROWER (1)","PRIMELAND COOPERATIVES","317 W 6TH ST",83843,Closure,"Gas Station",,MOSCOW, ,46.72966000,-117.00314000,09/16/2002,Yes,4577
2-290042,"LATAH COUNTY GRAIN GROWER (2)","PRIMELAND COOPERATIVES","HWY 8, BETWEEN LINE AND WASHINGTON",83823,Closure,"Gas Station",,DEARY, ,46.80048000,-116.56224000,08/11/1999,Yes,656
2-290043,"CHS Primeland","CHS Inc  (Ken Blakeman)","2555 South Main St",83843,Active,"Gas Station",,MOSCOW,12/19/2022,46.71187000,-117.00416000,08/11/1999,Yes,657
2-290044,"MELODY MUFFLER","LARRY HALVORSON","320 W 3RD ST",83843,Closure,"Not Listed",,MOSCOW, ,46.73263000,-117.00528000,01/12/1986,Yes,658
2-290045,"ZIMMERMAN LOGGING CO.","ZIMMERMAN LOGGING CO","HWY 8",83871,Closure,Industrial,,TROY, ,46.76266000,-116.68124000,12/12/1991,Yes,659
2-290046,"Moscow CITY SHOP","CITY OF MOSCOW","650 N VAN BUREN ST",83843,Active,"Local Government",208-883-7097,MOSCOW,3/16/2022,46.74011000,-116.99482000,10/16/1991,Yes,4578
2-290047,"WATER TREATMENT PLANT","CITY OF MOSCOW","120 West  A",83843,Active,"Local Government",,MOSCOW,8/25/2022,46.73454000,-117.00230000,10/16/1991,Yes,660
2-290048,"MOSCOW SCHOOL DIST #281","MOSCOW SCHOOL DIST #281","ADAMS & VEATCH ST",83843,Closure,Other,,MOSCOW, ,46.72496800,-116.99665800,01/06/1992,Yes,661
2-290049,"VERN'S CHEVRON","LARRY SWANGER,VERN M PELTON","203 W 3RD ST",83843,Closure,"Gas Station",,MOSCOW, ,46.73218000,-117.00322000,01/22/1996,Yes,662
2-290051,"PHILLIPS 66 CO 1","PHILLIPS 66 CO","3RD & ASBRY ST",83843,Closure,"Not Listed",,MOSCOW, ,,,,Yes,663
2-290052,"PURE GRO COMPANY","PURE GRO CO","SWEET AVE",83843,Closure,"Not Listed",,MOSCOW, ,46.72571400,-117.00465600,,Yes,664
2-290053,"Nomnom #9","Par Hawaii, LLC","1436 PULLMAN RD",83843,Active,"Gas Station",208-883-0900,MOSCOW,7/12/2024,46.73295700,-117.02254200,10/02/1991,Yes,665
2-290054,"CITY NORTH AMERICAN","ROGER T ROOT","234 1/2 W 8TH ST",83843,Closure,"Not Listed",,MOSCOW, ,46.72809000,-117.00467000,,Yes,666
2-290055,"SHARPE OIL CORP","THEODORE SHARPE JR","1102 S MAIN",83843,Closure,"Petroleum Distributor",,MOSCOW, ,46.72480000,-117.00113000,10/31/1999,Yes,667
2-290056,"UHAUL 70374","AMERCO/ U-HAUL","2320 W PULLMAN RD",83843,Closure,Other,,MOSCOW, ,46.73288000,-117.03415000,12/12/1991,Yes,668
2-290057,"ROBERT SANDQUIST","ROBERT SANDQUIST","1550 LITTLE BEAR RIDGE",83871,Closure,Farm,,TROY, ,46.69465000,-116.68774000,09/11/1996,Yes,669
2-290058,"MOSCOW SECTION TOOL HOUSE","UNION PACIFIC RAILROAD","730 PULLMAN RD",83843,Closure,Railroad,,MOSCOW, ,46.73371000,-117.01099000,04/29/1986,Yes,670
2-290059,"UNIVERSITY OF IDAHO","UNIVERSITY OF IDAHO","1108 W 6TH ST",83844,Closure,"State Government",,MOSCOW, ,46.72979000,-117.02598000,10/03/1994,Yes,671
2-290060,"PLANT SCIENCE FARM","UNIVERSITY OF IDAHO","1 MI E MOSCOW HWY 8",83844,Closure,"State Government",,MOSCOW, ,46.72665000,-116.95623000,02/01/1995,Yes,672
2-290061,"WIDMAN'S SPORT CENTER","WIDMAN'S SPORT CENTER","1906 S MAIN ST",83843,Closure,"Not Listed",,MOSCOW, ,46.71687000,-117.00192000,04/04/1985,Yes,673
2-290062,"B & W SHELL","WHITLEY DIST INC","205 N MAIN ST",83843,Closure,"Petroleum Distributor",,MOSCOW, ,46.73511800,-117.00178700,11/14/1991,Yes,674
2-290063,"CLIFFORD WOLF FARMS","CLIFFORD WOLF FARMS,CLIFFORD WOLF","4348 WOLF RD",83843,Closure,Farm,,MOSCOW, ,46.60473000,-117.03614000,02/12/1986,Yes,675
2-290064,"ZIMMER MOTOR CO INC (ICCU)","ZIMMER MOTOR CO INC","525 W 3RD ST",83843,Closure,"Auto Dealership",,MOSCOW, ,46.73198900,-117.00764100,01/31/1992,Yes,676
2-290065,"ANDERSON PRODUCERS INC","ANDERSON PRODUCERS INC","1082 CRANE CREEK RD",83855,Closure,Farm,,POTLATCH, ,46.94447000,-116.87580000,09/29/1991,Yes,677
2-290066,"PECK'S THRIFTY MART","MARVIN R BAIN,MARVIN R. BAIN","RT 2 BOX 29",83855,Closure,"Not Listed",,POTLATCH, ,46.92075000,-116.94983000,05/08/1986,Yes,678
2-290067,"BRABB FARMS INC","BRABB FARMS INC","RT 1 BOX 139",83855,Closure,"Not Listed",,POTLATCH, ,47.00361000,-116.92813000,,Yes,679
2-290068,"POTLATCH COMPUTER #10","BURLINGTON NORTHERN RR CO","MP 11.2 9TH SUB",83855,Closure,"Not Listed",,POTLATCH, ,46.92111700,-116.90176400,04/18/1986,Yes,4635
2-290069,"POTLATCH CENTRAL OFFICE (1290-BO2)",VERIZON,"220 6TH AVE",83855,Closure,Utilities,,POTLATCH, ,46.92136000,-116.90058000,,Yes,680
2-290070,"RANDALL BUTTE RADIO TWR & BLG (1291-BO1)",VERIZON,"RANDALL BUTTE RADIO TOWER",83855,Closure,Utilities,,POTLATCH, ,46.87316000,-117.02140000,11/05/1999,Yes,681
2-290071,"#B21100 POTLATCH MTCE YARD","IDAHO TRANSPORTATION DEPARTMENT","JCT HWY 6 & HWY 95 
MP 360.5",83855,Closure,"State Government",,POTLATCH, ,46.92878000,-116.93247000,,Yes,682
2-290072,"LESTER JONES SERVICE","LESTER JONES (ESTATE)","1/4 MI NORTH 95 & 95A JNCT",83855,Closure,"Gas Station",,POTLATCH, ,46.93243000,-116.93277000,06/11/1996,Yes,683
2-290074,"POTLATCH SCHOOL DIST #285","POTLATCH SCHOOL DIST #285","ELM ST",83855,Closure,"Local Government",,POTLATCH, ,46.92112000,-116.89418000,07/31/1995,Yes,684
2-290075,"BENNETT LUMBER PRODUCTS","BENNETT LUMBER PRODUCTS INC","HWY 6",83857,Closure,Industrial,,PRINCETON, ,,,10/08/1991,Yes,685
2-290076,"CLEARWATER POWER COMPANY (2)","CLEARWATER POWER CO","HWY 6",83857,Closure,Utilities,,PRINCETON, ,46.91420000,-116.84990000,10/25/1991,Yes,686
2-290077,"TROY COMPUTERS #1 & 2","BURLINGTON NORTHERN RR CO","MP 99.4 7TH SUB",83871,Closure,"Not Listed",,TROY, ,,,04/18/1986,Yes,687
2-290078,"DRISCOLL FARMS INC","DENNIS DRISCOLL","1040 DRISCOLL RIDGE RD",83871,Closure,Farm,,TROY,3/5/2010,46.66340000,-116.75552000,07/25/2011,Yes,688
2-290079,"OMER DRURY","OMER DRURY","1 MI W TROY ID N OF HWY 8",83871,Closure,Residential,,TROY, ,46.72870000,-116.79521000,11/05/1991,Yes,689
2-290080,"RICHARD GLUDT/HOMETOWN SERVICE","RICHARD GLUDT","412 MAIN ST",83871,Closure,"Gas Station",,TROY, ,46.73547000,-116.76770000,12/30/1991,Yes,690
2-290082,"KMART #9063","KMART CORP","1700 W PULLMAN RD",83843,Closure,Other,,MOSCOW, ,46.73405000,-117.02597000,10/07/1991,Yes,691
2-290083,"IDAHO DEPARTMENT OF LANDS","IDAHO DEPARTMENT OF LANDS","3130 HWY 3",83823,Closure,"State Government",,DEARY, ,46.79349000,-116.55446000,10/07/1991,Yes,692
2-290084,"LITTLER FARM","LITTLER FARM","1141 BIG MEADOW RD",83871,Closure,Farm,,TROY, ,46.76171000,-116.77051000,10/02/1991,Yes,693
2-290085,"B & K TRUCKING","B & K TRUCKING,BRUCE L. BAUMGARTNER","101 SPRUCE",83823,Closure,"Not Listed",,DEARY, ,46.79557000,-116.55619000,06/23/1986,Yes,694
2-290086,"WALLY ORVIK MOTORS, INC.","WALLY ORVIK MOTORS INC","936 PULLMAN RD",83843,Closure,"Auto Dealership",,MOSCOW, ,46.73362000,-117.01283000,10/17/1991,Yes,695
2-290087,"VOWELS FARMS INC.","VOWELS FARMS INC","1055 GOLD HILL RD, RT  BOX 18-B",83857,Closure,"Not Listed",,PRINCETON, ,46.92203400,-116.83381400,06/09/1988,Yes,696
2-290088,"VOWELS LOGGING INC","VOWELS LOGGING INC","3452 HWY 6, RT 1 BOX 44",83857,Closure,"Not Listed",,PRINCETON, ,46.91415100,-116.83858900,06/09/1988,Yes,697
2-290089,"CITY NORTH AMERICAN ROGER","ROGER T ROOT","1420 S MAIN ST",83843,Closure,"Not Listed",,MOSCOW, ,46.72111000,-117.00054000,,Yes,698
2-290090,"LATAH COUNTY","LATAH COUNTY","520 ADAMS ST",83843,Closure,"Local Government",,MOSCOW, ,46.73923000,-116.99711000,04/29/1996,Yes,699
2-290092,"#21400 KENDRICK MTCE YARD","IDAHO TRANSPORTATION DEPARTMENT","HWY 3 MP 12.03",83537,Closure,"State Government",,KENDRICK,4/29/2014,46.61052000,-116.66409000,09/03/1997,Yes,700
2-290096,"GEM STATE LUMBER COMPANY","GEM STATE LUMBER CO","1076 HWY 3",83535,Closure,Other,,JULIAETTA, ,46.57232000,-116.70950400,03/12/1990,Yes,701
2-290097,"SUNSET MART #2","CAROL M. BAILEY","409 W 3RD ST",83843,Closure,"Gas Station",,MOSCOW, ,46.73226000,-117.00565000,11/27/1992,Yes,702
2-290098,"SUNSET MART","COLEMAN OIL CO, LLC","105 HWY 8",83871,Active,"Gas Station",,TROY,9/29/2022,46.73658000,-116.77432000,10/02/1991,Yes,703
2-290600,"Speedway #9459","TRMC Retail LLC","802 TROY RD",83843,Active,"Gas Station",208-883-3253,MOSCOW,7/30/2024,46.72254000,-116.99031000,08/06/2002,Yes,704
2-290601,"JULIAETTA MARKET","Gill & Kandola LLC,Sandeed Kanola","1051 MAIN ST",83535,Active,"Gas Station","(208) 276-3281",JULIAETTA,1/23/2025,46.57275000,-116.71086000,10/18/1991,Yes,705
2-290602,"HUSKY SPORT SHOP","DARRELL R TOWN,DARRELL R. TONN","1006 PULLMAN RD",83843,Closure,"Gas Station",,MOSCOW, ,46.73335000,-117.01462000,10/19/1991,Yes,706
2-290603,"White Avenue Cardlock","COLEMAN OIL CO, LLC","1418 WHITE AVE",83843,Active,"Gas Station",,MOSCOW,9/27/2024,46.72282000,-116.98149000,06/11/1999,Yes,821
2-290604,"EMPIRE INC","EMPIRE INC","427 TROY RD",83843,Closure,Commercial,,MOSCOW, ,46.73200000,-117.00670000,02/15/1991,Yes,822
2-290605,"N LATAH HWY DEARY","NORTH LATAH COUNTY HIGHWAY DIST","206 2ND AVE",83823,Closure,"Local Government",877-1101,DEARY,5/16/2012,46.79937000,-116.56324000,03/20/2013,Yes,823
2-290607,"LOYAL FLEENER","LOYAL FLEENER","1033 MCKINNEY RD, RT 1 BOX 91E",83823,Closure,Farm,,DEARY, ,46.79511500,-116.49829500,06/17/1992,Yes,824
2-290608,"STEVE AND HOLLY ELY","STEVE & HOLLY ELY","BOX 121",83857,Closure,"Not Listed",,PRINCETON, ,46.91392000,-116.83651000,01/21/1991,Yes,825
2-290609,"Potlach Cardlock","COLEMAN OIL CO, LLC","170 6th St.",83855,Active,"Gas Station",,POTLATCH,8/10/2022,46.92335000,-116.90146000,08/05/2001,Yes,826
2-290611,"KNOKE CONSTRUCTION CO","KNOKE CONSTRUCTION CO","301 COLLEGE AVE",83843,Closure,Contractor,,MOSCOW, ,46.72732000,-117.00425000,09/15/1992,Yes,827
2-290613,"NORTH LATAH COUNTY HIGHWAY DIST (1)","NORTH LATAH COUNTY HIGHWAY DIST","309 E LINE ST",83823,Active,"Local Government",208-877-1101,DEARY,6/11/2024,46.79851000,-116.56231000,02/04/1993,Yes,829
2-290614,"NORTH LATAH COUNTY HIGHWAY DIST (2)","NORTH LATAH COUNTY HIGHWAY DIST","1132 WHITE AVE",83843,Closure,"Local Government",,MOSCOW, ,46.72317000,-116.98379000,02/01/1995,Yes,830
2-290615,"NORTH LATAH COUNTY HIGHWAY DIST (3)","NORTH LATAH COUNTY HIGHWAY DIST","1024 TRAVIS RD",83855,Active,"Local Government",,POTLATCH,10/26/2022,46.93220000,-116.91762000,02/04/1993,Yes,831
2-290616,"WHITEPINE JT SCHOOL DIST","WHITEPINE JT SCHOOL DIST #286","102 W 5TH ST",83871,Closure,"Local Government",,TROY, ,46.73475000,-116.76804000,02/18/1993,Yes,832
2-290617,"ROFF FORD SALES","ROFF FORD SALES","1401 S BLAINE",83843,Closure,"Auto Dealership",,MOSCOW, ,46.72167400,-116.98660200,08/02/1988,Yes,833
2-290618,"LLOYD L HALL","LLOYD L HALL","200 MAIN ST",83806,Closure,"Gas Station",,BOVILL, ,46.86037000,-116.39642000,01/18/1994,Yes,4638
2-290619,"BOVILL MARKET","MOUNTIE E MORRIS","210 MAIN",83806,Closure,Other,,BOVILL, ,46.86009000,-116.39556000,02/15/1994,Yes,834
2-290620,"SOUTHSIDE MINI MART","MONTE MARTSON","202 SPOTSWOOD",83843,Closure,"Gas Station",208-596-4405,MOSCOW,9/27/2013,46.72625000,-116.99893000,04/21/1994,Yes,835
2-290621,"BRENT LONEY","BRENT LONEY","206 W MORTON ST",83843,Closure,Contractor,,MOSCOW, ,46.74014000,-117.00267000,08/16/1994,Yes,4639
2-290622,"POTLATCH MILL","POTLATCH CORP","HWY 6",83855,Closure,Industrial,,POTLATCH, ,46.92243500,-116.90757400,10/05/1995,Yes,836
2-290625,"SUNSET MART","COLEMAN OIL CO, LLC","1311 S MAIN",83843,Active,"Gas Station",,MOSCOW,9/29/2022,46.72273000,-117.00172000,01/07/1998,Yes,4330
2-290626,"TROY CHEVRON","KEN WHITNEY,KENNETH WHITNEY JR","504 S MAIN",83871,Closure,"Not Listed","(208) 835-2351",TROY, ,46.73504000,-116.76719000,11/19/1990,Yes,4489
